Uitstromers ho met en zonder diploma,Arbeidsmarktpositie,Studierichting,Peilmoment,Perioden,Uitstromers ho (aantal)
Wo-master,"Zonder werk, zonder uitkering",Economie,3 jaar na verlaten onderwijs,2015/'16,160
Wo-master,"Zonder werk, zonder uitkering",Economie,4 jaar na verlaten onderwijs,2015/'16,120
Wo-master,"Zonder werk, zonder uitkering",Economie,5 jaar na verlaten onderwijs,2015/'16,130
Wo-master,"Zonder werk, zonder uitkering",Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Recht,Direct na verlaten onderwijs,2015/'16,540
Wo-master,"Zonder werk, zonder uitkering",Recht,1 jaar na verlaten onderwijs,2015/'16,200
Wo-master,"Zonder werk, zonder uitkering",Recht,2 jaar na verlaten onderwijs,2015/'16,110
Wo-master,"Zonder werk, zonder uitkering",Recht,3 jaar na verlaten onderwijs,2015/'16,80
Wo-master,"Zonder werk, zonder uitkering",Recht,4 jaar na verlaten onderwijs,2015/'16,70
Wo-master,"Zonder werk, zonder uitkering",Recht,5 jaar na verlaten onderwijs,2015/'16,80
Wo-master,"Zonder werk, zonder uitkering",Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,1050
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,360
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,220
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,210
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,160
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,160
Wo-master,"Zonder werk, zonder uitkering",Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,Direct na verlaten onderwijs,2015/'16,600
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,240
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,170
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,120
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,100
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,90
Wo-master,"Zonder werk, zonder uitkering",Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,"Zonder werk, zonder uitkering",Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Onderwijs,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Onderwijs,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Onderwijs,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Onderwijs,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Onderwijs,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Onderwijs,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Onderwijs,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,1 jaar na verlaten onderwijs,2015/'16,10
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,2 jaar na verlaten onderwijs,2015/'16,10
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,4 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Landbouw en natuurlijke omgeving,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Natuur,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Natuur,1 jaar na verlaten onderwijs,2015/'16,10
Wo-master,Terug in onderwijs,Natuur,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Natuur,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Natuur,4 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Natuur,5 jaar na verlaten onderwijs,2015/'16,40
Wo-master,Terug in onderwijs,Natuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Techniek,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Techniek,1 jaar na verlaten onderwijs,2015/'16,10
Wo-master,Terug in onderwijs,Techniek,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Techniek,3 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Techniek,4 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Techniek,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Techniek,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Gezondheidszorg,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Gezondheidszorg,1 jaar na verlaten onderwijs,2015/'16,10
Wo-master,Terug in onderwijs,Gezondheidszorg,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Gezondheidszorg,3 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Gezondheidszorg,4 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Gezondheidszorg,5 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Gezondheidszorg,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Economie,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Economie,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Economie,2 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Economie,3 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Economie,4 jaar na verlaten onderwijs,2015/'16,40
Wo-master,Terug in onderwijs,Economie,5 jaar na verlaten onderwijs,2015/'16,50
Wo-master,Terug in onderwijs,Economie,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Recht,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Recht,1 jaar na verlaten onderwijs,2015/'16,20
Wo-master,Terug in onderwijs,Recht,2 jaar na verlaten onderwijs,2015/'16,30
Wo-master,Terug in onderwijs,Recht,3 jaar na verlaten onderwijs,2015/'16,40
Wo-master,Terug in onderwijs,Recht,4 jaar na verlaten onderwijs,2015/'16,50
Wo-master,Terug in onderwijs,Recht,5 jaar na verlaten onderwijs,2015/'16,60
Wo-master,Terug in onderwijs,Recht,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,1 jaar na verlaten onderwijs,2015/'16,80
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,2 jaar na verlaten onderwijs,2015/'16,110
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,3 jaar na verlaten onderwijs,2015/'16,140
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,4 jaar na verlaten onderwijs,2015/'16,160
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,5 jaar na verlaten onderwijs,2015/'16,170
Wo-master,Terug in onderwijs,Gedrag en Maatschappij,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Taal en cultuur,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Taal en cultuur,1 jaar na verlaten onderwijs,2015/'16,60
Wo-master,Terug in onderwijs,Taal en cultuur,2 jaar na verlaten onderwijs,2015/'16,100
Wo-master,Terug in onderwijs,Taal en cultuur,3 jaar na verlaten onderwijs,2015/'16,120
Wo-master,Terug in onderwijs,Taal en cultuur,4 jaar na verlaten onderwijs,2015/'16,130
Wo-master,Terug in onderwijs,Taal en cultuur,5 jaar na verlaten onderwijs,2015/'16,160
Wo-master,Terug in onderwijs,Taal en cultuur,10 jaar na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Sectoroverstijgend,Direct na verlaten onderwijs,2015/'16,
Wo-master,Terug in onderwijs,Sectoroverstijgend,1 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Sectoroverstijgend,2 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Sectoroverstijgend,3 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Sectoroverstijgend,4 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Sectoroverstijgend,5 jaar na verlaten onderwijs,2015/'16,0
Wo-master,Terug in onderwijs,Sectoroverstijgend,10 jaar na verlaten onderwijs,2015/'16,
